Code,Name,Description,Prerequisites,Instructors,Meet Times,Credit Hours,Department
CIS4930,Special Topics in CISE: Multimedia Expert Systems,Variable content provides an opportunity for in-depth study of topics not offered elsewhere and of topics of current significance.,Prereq: COP 3503C or COP 3504C or instructor permission.,Jonathan Kavalan,"[{'meetNo': 1, 'meetDays': ['M', 'W', 'F'], 'meetTimeBegin': '9:35 AM', 'meetTimeEnd': '10:25 AM', 'meetPeriodBegin': '3', 'meetPeriodEnd': '3', 'meetBuilding': 'WM', 'meetBldgCode': '0100', 'meetRoom': '0100'}]",VAR,Computer & Information Science & Engineering
CIS6261,Trustworthy Machine Learning,Explores research at the intersection of machine learning and security and privacy. Topics include: adversarial machine learning; differential privacy; membership inference; fairness & transparency; explainable/interpretable machine learning; deepfakes and disinformation.,"Prereq: Knowledge of programming fundamentals, familiarity with machine learning and Python is a plus.",Vincent Bindschaedler,"[{'meetNo': 1, 'meetDays': ['M', 'W', 'F'], 'meetTimeBegin': '12:50 PM', 'meetTimeEnd': '1:40 PM', 'meetPeriodBegin': '6', 'meetPeriodEnd': '6', 'meetBuilding': 'MALA', 'meetBldgCode': '1024', 'meetRoom': '1000'}]",3,Computer & Information Science & Engineering
CIS6905,Individual Study,Individual Study,Prereq: consent of faculty member supervising the study.,Benjamin Lok,[],VAR,Computer & Information Science & Engineering
CIS6910,Supervised Research,Supervised Research,Prereq: graduate status in CIS.,Benjamin Lok,[],VAR,Computer & Information Science & Engineering
CIS6930,Special Topics in CIS: Intro to Virtual Reality,Special Topics in CIS,Prereq: vary depending on topics.,Alexandre Gomes de Siqueira,"[{'meetNo': 1, 'meetDays': ['T'], 'meetTimeBegin': '1:55 PM', 'meetTimeEnd': '2:45 PM', 'meetPeriodBegin': '7', 'meetPeriodEnd': '7', 'meetBuilding': 'CSE', 'meetBldgCode': '0042', 'meetRoom': 'A101'}, {'meetNo': 2, 'meetDays': ['R'], 'meetTimeBegin': '1:55 PM', 'meetTimeEnd': '3:50 PM', 'meetPeriodBegin': '7', 'meetPeriodEnd': '8', 'meetBuilding': 'CSE', 'meetBldgCode': '0042', 'meetRoom': 'A101'}]",3,Computer & Information Science & Engineering
CIS6930,Special Topics in CIS: Sec & Priv At Risk Populations,Special Topics in CIS,Prereq: vary depending on topics.,Kevin Butler,"[{'meetNo': 1, 'meetDays': ['T'], 'meetTimeBegin': '10:40 AM', 'meetTimeEnd': '11:30 AM', 'meetPeriodBegin': '4', 'meetPeriodEnd': '4', 'meetBuilding': 'CSE', 'meetBldgCode': '0042', 'meetRoom': 'E119'}, {'meetNo': 2, 'meetDays': ['R'], 'meetTimeBegin': '10:40 AM', 'meetTimeEnd': '12:35 PM', 'meetPeriodBegin': '4', 'meetPeriodEnd': '5', 'meetBuilding': 'CSE', 'meetBldgCode': '0042', 'meetRoom': 'E119'}]",3,Computer & Information Science & Engineering
CIS6930,Special Topics in CIS: A.I. Ethics for Tech Leaders,Special Topics in CIS,Prereq: vary depending on topics.,Sonja Schmer-Galunder,"[{'meetNo': 1, 'meetDays': ['W'], 'meetTimeBegin': '4:05 PM', 'meetTimeEnd': '7:05 PM', 'meetPeriodBegin': '9', 'meetPeriodEnd': '11', 'meetBuilding': '', 'meetBldgCode': 'WEB', 'meetRoom': ''}]",3,Computer & Information Science & Engineering
CIS6930,Special Topics in CIS: Multimedia Expert Systems,Special Topics in CIS,Prereq: vary depending on topics.,Jonathan Kavalan,"[{'meetNo': 1, 'meetDays': ['M', 'W', 'F'], 'meetTimeBegin': '9:35 AM', 'meetTimeEnd': '10:25 AM', 'meetPeriodBegin': '3', 'meetPeriodEnd': '3', 'meetBuilding': 'WM', 'meetBldgCode': '0100', 'meetRoom': '0100'}]",3,Computer & Information Science & Engineering
CIS6930,Special Topics in CIS: Large Language Models,Special Topics in CIS,Prereq: vary depending on topics.,Yuanyuan Lei,"[{'meetNo': 1, 'meetDays': ['M', 'W', 'F'], 'meetTimeBegin': '11:45 AM', 'meetTimeEnd': '12:35 PM', 'meetPeriodBegin': '5', 'meetPeriodEnd': '5', 'meetBuilding': 'CSE', 'meetBldgCode': '0042', 'meetRoom': 'E222'}]",3,Computer & Information Science & Engineering
CIS6930,Special Topics in CIS: Principles of 3D Engine System,Special Topics in CIS,Prereq: vary depending on topics.,Jeremiah Blanchard,[],3,Computer & Information Science & Engineering
CIS6930,Special Topics in CIS: Culturally Aware Design,Special Topics in CIS,Prereq: vary depending on topics.,Jeremiah Blanchard,[],3,Computer & Information Science & Engineering
CIS6935,Graduate Seminar,"Presentations by visiting researchers, faculty members, and graduate students.",,Christina Boucher,[],VAR,Computer & Information Science & Engineering
CIS6940,Supervised Teaching,A supervised teaching experience.,,Benjamin Lok,[],3,Computer & Information Science & Engineering
CIS7979,Advanced Research,Research for doctoral students before admission to candidacy. Designed for students with a master's degree in the field of study or for students who have been accepted for a doctoral program. Not appropriate for students who have been admitted to candidacy.,,Benjamin Lok,[],VAR,Computer & Information Science & Engineering
CIS7980,Research for Doctoral Dissertation,Research for Doctoral Dissertation,,Benjamin Lok,[],VAR,Computer & Information Science & Engineering
CNT4007,Computer Network Fundamentals,"Fundamental concepts, principles, and standards of computer networks. Introduces topics in top-down approach, starting with the application layer in the OSI system architecture with a stronger focus on application, transport, and network layers.",Prereq: COP 3530. Coreq: COP 4600.,Ye Xia,"[{'meetNo': 2, 'meetDays': ['M', 'W', 'F'], 'meetTimeBegin': '10:40 AM', 'meetTimeEnd': '11:30 AM', 'meetPeriodBegin': '4', 'meetPeriodEnd': '4', 'meetBuilding': 'NRN', 'meetBldgCode': '0101', 'meetRoom': '1020'}]",3,Computer & Information Science & Engineering
CNT4731,Multimedia Networking Principles,"Design and analysis of multimedia networking. Major effort is devoted on multimedia elements, and their impact on higher-level protocols at the application- and transport-layer.",Prereq: CNT 4007 with minimum grade of C.,Jonathan Kavalan,"[{'meetNo': 1, 'meetDays': ['M', 'W', 'F'], 'meetTimeBegin': '12:50 PM', 'meetTimeEnd': '1:40 PM', 'meetPeriodBegin': '6', 'meetPeriodEnd': '6', 'meetBuilding': 'AND', 'meetBldgCode': '0007', 'meetRoom': '0013'}]",3,Computer & Information Science & Engineering
CNT5106C,Computer Networks,"Design, implementation, and internals of networks. Routing, congestion control, internetworking, TCP/IP, optimization, and proxy services.",,Ye Xia,"[{'meetNo': 2, 'meetDays': ['M', 'W', 'F'], 'meetTimeBegin': '12:50 PM', 'meetTimeEnd': '1:40 PM', 'meetPeriodBegin': '6', 'meetPeriodEnd': '6', 'meetBuilding': 'TUR', 'meetBldgCode': '0267', 'meetRoom': 'L005'}]",3,Computer & Information Science & Engineering
COP3502C,Programming Fundamentals 1,"First course of a two-semester introductory sequence for those planning further study in computer science, digital arts and sciences or computer engineering. Concepts of computer science and the process of computer programming, including object-oriented programming, procedural and data abstraction and program modularity.",Coreq: MAC 2311.,Ashish Aggarwal,"[{'meetNo': 1, 'meetDays': ['T'], 'meetTimeBegin': '10:40 AM', 'meetTimeEnd': '11:30 AM', 'meetPeriodBegin': '4', 'meetPeriodEnd': '4', 'meetBuilding': 'CAR', 'meetBldgCode': '0022', 'meetRoom': '0100'}, {'meetNo': 2, 'meetDays': ['R'], 'meetTimeBegin': '10:40 AM', 'meetTimeEnd': '12:35 PM', 'meetPeriodBegin': '4', 'meetPeriodEnd': '5', 'meetBuilding': 'CAR', 'meetBldgCode': '0022', 'meetRoom': '0100'}, {'meetNo': 3, 'meetDays': ['T'], 'meetTimeBegin': '1:55 PM', 'meetTimeEnd': '3:50 PM', 'meetPeriodBegin': '7', 'meetPeriodEnd': '8', 'meetBuilding': 'MALA', 'meetBldgCode': '1024', 'meetRoom': '3210'}]",4,Computer & Information Science & Engineering
COP3503C,Programming Fundamentals 2,"Second course of a two-semester introductory sequence for those planning further study in computer science, digital arts and sciences or computer engineering. Concepts of computer science and the process of computer programming, including object-oriented programming, procedural and data abstraction and program modularity.",Prereq: COP 3502C and MAC 2311 both with minimum grades of C.,Fatemeh Tavassoli,"[{'meetNo': 1, 'meetDays': ['M', 'W', 'F'], 'meetTimeBegin': '8:30 AM', 'meetTimeEnd': '9:20 AM', 'meetPeriodBegin': '2', 'meetPeriodEnd': '2', 'meetBuilding': 'CAR', 'meetBldgCode': '0022', 'meetRoom': '0100'}, {'meetNo': 2, 'meetDays': ['M'], 'meetTimeBegin': '9:35 AM', 'meetTimeEnd': '11:30 AM', 'meetPeriodBegin': '3', 'meetPeriodEnd': '4', 'meetBuilding': 'MALA', 'meetBldgCode': '1024', 'meetRoom': '2001'}]",4,Computer & Information Science & Engineering
COP3504C,Advanced Programming Fundamentals for CIS Majors,"Fast-paced introduction to computer science for those with prior programming experience. Explores major concepts of computer science and the process of computer programming, including object-oriented programming, procedural and data abstraction and program modularity.",Prereq: (MAC 2311 or MAC 3472) and programming experience.,Michael Link,"[{'meetNo': 1, 'meetDays': ['T'], 'meetTimeBegin': '10:40 AM', 'meetTimeEnd': '11:30 AM', 'meetPeriodBegin': '4', 'meetPeriodEnd': '4', 'meetBuilding': 'PUGH', 'meetBldgCode': '0072', 'meetRoom': '170'}, {'meetNo': 2, 'meetDays': ['R'], 'meetTimeBegin': '10:40 AM', 'meetTimeEnd': '12:35 PM', 'meetPeriodBegin': '4', 'meetPeriodEnd': '5', 'meetBuilding': 'PUGH', 'meetBldgCode': '0072', 'meetRoom': '170'}, {'meetNo': 3, 'meetDays': ['F'], 'meetTimeBegin': '8:30 AM', 'meetTimeEnd': '10:25 AM', 'meetPeriodBegin': '2', 'meetPeriodEnd': '3', 'meetBuilding': 'MALA', 'meetBldgCode': '1024', 'meetRoom': '3210'}]",4,Computer & Information Science & Engineering
COP3530,Data Structures and Algorithm,"Algorithm development using pseudo languages, basic program structures, program design techniques, storage and manipulation of basic data structures like arrays, stacks, queues, sorting and searching and string processing. Linked linear lists. Trees and multilinked structures.","Prereq: (COP 3504 or COP 3503) and COT 3100 and (MAC 2234 or MAC 2312 or MAC 2512 or MAC 3473), all with a minimum grade of C.",Amanpreet Kapoor,"[{'meetNo': 1, 'meetDays': ['T'], 'meetTimeBegin': '1:55 PM', 'meetTimeEnd': '2:45 PM', 'meetPeriodBegin': '7', 'meetPeriodEnd': '7', 'meetBuilding': 'CAR', 'meetBldgCode': '0022', 'meetRoom': '0100'}, {'meetNo': 2, 'meetDays': ['R'], 'meetTimeBegin': '1:55 PM', 'meetTimeEnd': '3:50 PM', 'meetPeriodBegin': '7', 'meetPeriodEnd': '8', 'meetBuilding': 'CAR', 'meetBldgCode': '0022', 'meetRoom': '0100'}, {'meetNo': 3, 'meetDays': ['W'], 'meetTimeBegin': '10:40 AM', 'meetTimeEnd': '11:30 AM', 'meetPeriodBegin': '4', 'meetPeriodEnd': '4', 'meetBuilding': 'NRN', 'meetBldgCode': '0101', 'meetRoom': '1037'}]",3,Computer & Information Science & Engineering
COP4020,Programming Language Concepts,"Introduces programming language principles, including language constructs, design goals, run-time structures, implementation techniques and exposure to a wide variety of programming paradigms.",Prereq: COP 3530.,William Anderson,"[{'meetNo': 3, 'meetDays': ['M', 'W', 'F'], 'meetTimeBegin': '5:10 PM', 'meetTimeEnd': '6:00 PM', 'meetPeriodBegin': '10', 'meetPeriodEnd': '10', 'meetBuilding': 'CAR', 'meetBldgCode': '0022', 'meetRoom': '0100'}]",3,Computer & Information Science & Engineering
COP4533,Algorithm Abstraction and Design,"Covers algorithmic concepts and their use rooted in practical application and computer science theory. Topics include algorithmic paradigms, limits of computing, and algorithm time complexity classes.",Prereq: COP 3530.,Alper Ungor,"[{'meetNo': 2, 'meetDays': ['T'], 'meetTimeBegin': '8:30 AM', 'meetTimeEnd': '10:25 AM', 'meetPeriodBegin': '2', 'meetPeriodEnd': '3', 'meetBuilding': 'NRN', 'meetBldgCode': '0101', 'meetRoom': '1020'}, {'meetNo': 3, 'meetDays': ['R'], 'meetTimeBegin': '9:35 AM', 'meetTimeEnd': '10:25 AM', 'meetPeriodBegin': '3', 'meetPeriodEnd': '3', 'meetBuilding': 'NRN', 'meetBldgCode': '0101', 'meetRoom': '1020'}]",3,Computer & Information Science & Engineering
COP4600,Operating Systems,"Design and implementation of various components of a modern operating system, including I/O programming, interrupt handling, process and resource management, computer networks and distributed systems.",Prereq: CDA 3101 and COP 3530; knowledge of C or C++ recommended.,Alexandre Gomes de Siqueira,"[{'meetNo': 1, 'meetDays': ['T'], 'meetTimeBegin': '3:00 PM', 'meetTimeEnd': '4:55 PM', 'meetPeriodBegin': '8', 'meetPeriodEnd': '9', 'meetBuilding': 'CAR', 'meetBldgCode': '0022', 'meetRoom': '0100'}, {'meetNo': 2, 'meetDays': ['R'], 'meetTimeBegin': '4:05 PM', 'meetTimeEnd': '4:55 PM', 'meetPeriodBegin': '9', 'meetPeriodEnd': '9', 'meetBuilding': 'CAR', 'meetBldgCode': '0022', 'meetRoom': '0100'}, {'meetNo': 3, 'meetDays': ['W'], 'meetTimeBegin': '5:10 PM', 'meetTimeEnd': '6:00 PM', 'meetPeriodBegin': '10', 'meetPeriodEnd': '10', 'meetBuilding': 'CSE', 'meetBldgCode': '0042', 'meetRoom': 'E221'}]",3,Computer & Information Science & Engineering
COP5536,Advanced Data Structures,"Development of efficient data structures used to obtain more efficient solutions to classical problems, such as those based on graph theoretical models, as well as problems that arise in application areas of contemporary interest.",Prereq: Undergraduate data structures.,Sartaj Sahni,"[{'meetNo': 1, 'meetDays': ['M', 'W', 'F'], 'meetTimeBegin': '11:45 AM', 'meetTimeEnd': '12:35 PM', 'meetPeriodBegin': '5', 'meetPeriodEnd': '5', 'meetBuilding': 'WEIM', 'meetBldgCode': '0030', 'meetRoom': '1064'}]",3,Computer & Information Science & Engineering
COP5615,Distributed Operating System Principles,Concepts and techniques for efficient management of computer system resources.,Prereq: COP 4600.,Alin Dobra,"[{'meetNo': 2, 'meetDays': ['M', 'W', 'F'], 'meetTimeBegin': '10:40 AM', 'meetTimeEnd': '11:30 AM', 'meetPeriodBegin': '4', 'meetPeriodEnd': '4', 'meetBuilding': 'MALA', 'meetBldgCode': '1024', 'meetRoom': '1000'}]",3,Computer & Information Science & Engineering
COT3100,Applications of Discrete Structures,"Covers the mathematics of discrete events; i.e., events that involve distinct elements, finite structures of distinct elements or finite sampled versions of continuous phenomena (such as movement).","Prereq: (MAC 2311 or MAC 3472) and (COP 3502C or equivalent), all with a minimum grades of C; Coreq: COP 3504 or COP 3503.",Peter Dobbins,"[{'meetNo': 1, 'meetDays': ['M'], 'meetTimeBegin': '3:00 PM', 'meetTimeEnd': '3:50 PM', 'meetPeriodBegin': '8', 'meetPeriodEnd': '8', 'meetBuilding': 'FAB', 'meetBldgCode': '0598', 'meetRoom': '0103'}, {'meetNo': 2, 'meetDays': ['T'], 'meetTimeBegin': '8:30 AM', 'meetTimeEnd': '10:25 AM', 'meetPeriodBegin': '2', 'meetPeriodEnd': '3', 'meetBuilding': 'CAR', 'meetBldgCode': '0022', 'meetRoom': '0100'}, {'meetNo': 3, 'meetDays': ['R'], 'meetTimeBegin': '9:35 AM', 'meetTimeEnd': '10:25 AM', 'meetPeriodBegin': '3', 'meetPeriodEnd': '3', 'meetBuilding': 'CAR', 'meetBldgCode': '0022', 'meetRoom': '0100'}]",3,Computer & Information Science & Engineering
COT5405,Analysis of Algorithms,Introduction and illustration of basic techniques for designing efficient algorithms and analyzing algorithm complexity.,Prereq: COP 3530.,Alin Dobra,"[{'meetNo': 1, 'meetDays': ['M', 'W', 'F'], 'meetTimeBegin': '9:35 AM', 'meetTimeEnd': '10:25 AM', 'meetPeriodBegin': '3', 'meetPeriodEnd': '3', 'meetBuilding': 'MALA', 'meetBldgCode': '1024', 'meetRoom': '1000'}]",3,Computer & Information Science & Engineering
COT5615,Mathematics for Intelligent Systems,Mathematical methods commonly used to develop algorithms for computer systems that exhibit intelligent behavior.,"Prereq: MAC 2313, Multivariate Calculus; MAS 3114 or MAS 4105, Linear Algebra; STA 4321, Mathematical Statistics.",Arunava Banerjee,"[{'meetNo': 1, 'meetDays': ['M', 'W', 'F'], 'meetTimeBegin': '3:00 PM', 'meetTimeEnd': '3:50 PM', 'meetPeriodBegin': '8', 'meetPeriodEnd': '8', 'meetBuilding': 'MCCA', 'meetBldgCode': '0495', 'meetRoom': 'G186'}]",3,Computer & Information Science & Engineering
EGN4912,Engineering Directed Independent Research,"Provides firsthand, supervised research with a faculty advisor or postdoctoral or graduate student mentor. Projects may involve inquiry, design, investigation, scholarship, discovery, or application.",Prereq: Department permission.,Peter Dobbins,[],VAR,Computer & Information Science & Engineering
EGN4912,Engineering Directed Independent Research: Computer Engineering Research,"Provides firsthand, supervised research with a faculty advisor or postdoctoral or graduate student mentor. Projects may involve inquiry, design, investigation, scholarship, discovery, or application.",Prereq: Department permission.,Jeremiah Blanchard,[],VAR,Computer & Information Science & Engineering
EGN5949,Practicum/Internship/Cooperative Work Experience,Practical cooperative engineering work under approved industrial and faculty supervision.,Prereq: graduate student.,Benjamin Lok,[],VAR,Computer & Information Science & Engineering
AFH3200,Africa Since 1800,End of the slave trade and the growth of legitimate commerce; Islamic renewal and revolution; the European partition and the colonial era; the growth of nationalism and the reemergence of independent Africa.,"Prereq:  ​3 credits of an AFH, AMH, ASH, EUH, LAH, or WOH course.",Philip Janzen,"[{'meetNo': 1, 'meetDays': ['M', 'W', 'F'], 'meetTimeBegin': '10:40 AM', 'meetTimeEnd': '11:30 AM', 'meetPeriodBegin': '4', 'meetPeriodEnd': '4', 'meetBuilding': 'MAT', 'meetBldgCode': '0406', 'meetRoom': '0003'}]",3,History
AFH3931,Special Topics in African History: Health & Healing in African Hy,Selected variable topics in the history and culture of Africa.,"Credits: 3; can be repeated with change in content up to 18 credits; Prereq: 3 credits of an AFH, AMH, ASH, EUH, LAH, or WOH course.",Nancy Hunt,"[{'meetNo': 1, 'meetDays': ['F'], 'meetTimeBegin': '10:40 AM', 'meetTimeEnd': '1:40 PM', 'meetPeriodBegin': '4', 'meetPeriodEnd': '6', 'meetBuilding': 'FLI', 'meetBldgCode': '0008', 'meetRoom': '0229'}]",3,History
AMH2010,United States to 1877,"In this course, students will examine United States history from before European contact to 1877. Topics will include but are not limited to indigenous peoples, the European background, the colonial period, the American Revolution, the Articles of Confederation, the Constitution, issues within the new Republic, sectionalism, manifest destiny, slavery, the American Civil War, and Reconstruction.",,Olivia Barnard,"[{'meetNo': 1, 'meetDays': ['M', 'W', 'F'], 'meetTimeBegin': '10:40 AM', 'meetTimeEnd': '11:30 AM', 'meetPeriodBegin': '4', 'meetPeriodEnd': '4', 'meetBuilding': 'FLI', 'meetBldgCode': '0008', 'meetRoom': '0105'}]",3,History
AMH2020,United States Since 1877,"In this course, students will trace the history of the United States from the end of the Reconstruction era to the contemporary era. Topics will include but are not limited to the rise of Industrialization, the United States’ emergence as an actor on the world stage, Constitutional amendments and their impact, the Progressive era, World War I, the Great Depression and New Deal, World War II, the Civil Rights era, the Cold War, and the United States since 1989.",,Paige Glotzer,"[{'meetNo': 1, 'meetDays': ['T', 'R'], 'meetTimeBegin': '9:35 AM', 'meetTimeEnd': '10:25 AM', 'meetPeriodBegin': '3', 'meetPeriodEnd': '3', 'meetBuilding': 'PUGH', 'meetBldgCode': '0072', 'meetRoom': '170'}, {'meetNo': 2, 'meetDays': ['F'], 'meetTimeBegin': '9:35 AM', 'meetTimeEnd': '10:25 AM', 'meetPeriodBegin': '3', 'meetPeriodEnd': '3', 'meetBuilding': 'TUR', 'meetBldgCode': '0267', 'meetRoom': '2306'}]",3,History
AMH3421,Florida to 1845,"Exploration, settlement, and colonial history of Spanish and British Florida from US territorial days to statehood.",Prereq: 3 credits of history.,Steven Noll,"[{'meetNo': 1, 'meetDays': ['T'], 'meetTimeBegin': '10:40 AM', 'meetTimeEnd': '11:30 AM', 'meetPeriodBegin': '4', 'meetPeriodEnd': '4', 'meetBuilding': 'FLI', 'meetBldgCode': '0008', 'meetRoom': '0105'}, {'meetNo': 2, 'meetDays': ['R'], 'meetTimeBegin': '10:40 AM', 'meetTimeEnd': '12:35 PM', 'meetPeriodBegin': '4', 'meetPeriodEnd': '5', 'meetBuilding': 'FLI', 'meetBldgCode': '0008', 'meetRoom': '0105'}]",3,History
AMH3460,US Urban History,"Analyzes the growth and development of urban civilization in the US, emphasizing how cities began and their impact on politics, economics, and culture.",Prereq: 3 credits of history with a minimum grade of C.,Jeffrey Adler,[],3,History
AMH3581,Diversity in American History,Examines the diversity of the American people and its changes over time from first European contact to the present. Focuses on the interaction between different ethnic groups in American history and how the changing notions of race have helped shape the contours of that history.,"Prereq: 3 credits in AFH, AMH, ASH, EUH, HIS, LAH, or WOH.",Steven Noll,"[{'meetNo': 1, 'meetDays': ['T'], 'meetTimeBegin': '1:55 PM', 'meetTimeEnd': '2:45 PM', 'meetPeriodBegin': '7', 'meetPeriodEnd': '7', 'meetBuilding': 'FLI', 'meetBldgCode': '0008', 'meetRoom': '0111'}, {'meetNo': 2, 'meetDays': ['R'], 'meetTimeBegin': '1:55 PM', 'meetTimeEnd': '3:50 PM', 'meetPeriodBegin': '7', 'meetPeriodEnd': '8', 'meetBuilding': 'FLI', 'meetBldgCode': '0008', 'meetRoom': '0111'}]",3,History
AMH3630,American Environmental History,Substantive and interpretative inquiry of the historical roots of the nation's contemporary environmental issues. A comprehensive overview of the relationship between people and their natural physical surroundings from the Columbian explorations to the 1980s.,"Prereq: ​6 credits of an AFH, AMH, ASH, EUH, LAH, or WOH course.",Jack Davis,"[{'meetNo': 1, 'meetDays': ['M', 'W', 'F'], 'meetTimeBegin': '10:40 AM', 'meetTimeEnd': '11:30 AM', 'meetPeriodBegin': '4', 'meetPeriodEnd': '4', 'meetBuilding': 'MAT', 'meetBldgCode': '0406', 'meetRoom': '0004'}]",3,History
AMH3931,Special Topics in American History: AfricanAmerican HY 1865 - Pres,"Selected, variable topics in the history and culture of America.",Prereq: 3 credits of history.,No instructor listed,[],3,History
AMH3931,Special Topics in American History: Slavery and Black Girlhood,"Selected, variable topics in the history and culture of America.",Prereq: 3 credits of history.,Courtney Taylor,"[{'meetNo': 1, 'meetDays': ['M', 'W', 'F'], 'meetTimeBegin': '11:45 AM', 'meetTimeEnd': '12:35 PM', 'meetPeriodBegin': '5', 'meetPeriodEnd': '5', 'meetBuilding': 'AND', 'meetBldgCode': '0007', 'meetRoom': '0032'}]",3,History
AMH3931,Special Topics in American History: Culture Wars,"Selected, variable topics in the history and culture of America.",Prereq: 3 credits of history.,Benjamin Wise,"[{'meetNo': 1, 'meetDays': ['T'], 'meetTimeBegin': '8:30 AM', 'meetTimeEnd': '10:25 AM', 'meetPeriodBegin': '2', 'meetPeriodEnd': '3', 'meetBuilding': 'FLI', 'meetBldgCode': '0008', 'meetRoom': '0111'}, {'meetNo': 2, 'meetDays': ['R'], 'meetTimeBegin': '9:35 AM', 'meetTimeEnd': '10:25 AM', 'meetPeriodBegin': '3', 'meetPeriodEnd': '3', 'meetBuilding': 'FLI', 'meetBldgCode': '0008', 'meetRoom': '0111'}]",3,History
AMH3931,Special Topics in American History: LatinX MigrationRefugees in US,"Selected, variable topics in the history and culture of America.",Prereq: 3 credits of history.,Rafael Solórzano,"[{'meetNo': 1, 'meetDays': ['T'], 'meetTimeBegin': '11:45 AM', 'meetTimeEnd': '1:40 PM', 'meetPeriodBegin': '5', 'meetPeriodEnd': '6', 'meetBuilding': '', 'meetBldgCode': '', 'meetRoom': ''}, {'meetNo': 2, 'meetDays': ['R'], 'meetTimeBegin': '12:50 PM', 'meetTimeEnd': '1:40 PM', 'meetPeriodBegin': '6', 'meetPeriodEnd': '6', 'meetBuilding': '', 'meetBldgCode': '', 'meetRoom': ''}]",3,History
AMH3931,Special Topics in American History: Seminar in Public History,"Selected, variable topics in the history and culture of America.",Prereq: 3 credits of history.,Jamin Wells,"[{'meetNo': 1, 'meetDays': ['T'], 'meetTimeBegin': '11:45 AM', 'meetTimeEnd': '1:40 PM', 'meetPeriodBegin': '5', 'meetPeriodEnd': '6', 'meetBuilding': 'FLI', 'meetBldgCode': '0008', 'meetRoom': '0111'}, {'meetNo': 2, 'meetDays': ['R'], 'meetTimeBegin': '12:50 PM', 'meetTimeEnd': '1:40 PM', 'meetPeriodBegin': '6', 'meetPeriodEnd': '6', 'meetBuilding': 'FLI', 'meetBldgCode': '0008', 'meetRoom': '0111'}]",3,History
AMH3931,Special Topics in American History: Health Equity and Community,"Selected, variable topics in the history and culture of America.",Prereq: 3 credits of history.,Alyssa Cole,"[{'meetNo': 1, 'meetDays': ['T'], 'meetTimeBegin': '10:40 AM', 'meetTimeEnd': '11:30 AM', 'meetPeriodBegin': '4', 'meetPeriodEnd': '4', 'meetBuilding': 'MAT', 'meetBldgCode': '0406', 'meetRoom': '0114'}, {'meetNo': 2, 'meetDays': ['R'], 'meetTimeBegin': '10:40 AM', 'meetTimeEnd': '12:35 PM', 'meetPeriodBegin': '4', 'meetPeriodEnd': '5', 'meetBuilding': 'MAT', 'meetBldgCode': '0406', 'meetRoom': '0115'}]",3,History
AMH3931,Special Topics in American History: History of Delinquency,"Selected, variable topics in the history and culture of America.",Prereq: 3 credits of history.,Mark Chatfield,"[{'meetNo': 1, 'meetDays': ['T'], 'meetTimeBegin': '1:55 PM', 'meetTimeEnd': '2:45 PM', 'meetPeriodBegin': '7', 'meetPeriodEnd': '7', 'meetBuilding': 'FLG', 'meetBldgCode': '0021', 'meetRoom': '0270'}, {'meetNo': 2, 'meetDays': ['R'], 'meetTimeBegin': '1:55 PM', 'meetTimeEnd': '3:50 PM', 'meetPeriodBegin': '7', 'meetPeriodEnd': '8', 'meetBuilding': 'FLG', 'meetBldgCode': '0021', 'meetRoom': '0270'}]",3,History
AMH4270,US Since World War II,"Post-World War II America: America as world power, social revolution, Vietnam, Watergate, and after.",Prereq: 6 credits of history.,William Billups,"[{'meetNo': 1, 'meetDays': ['T'], 'meetTimeBegin': '10:40 AM', 'meetTimeEnd': '11:30 AM', 'meetPeriodBegin': '4', 'meetPeriodEnd': '4', 'meetBuilding': 'FLI', 'meetBldgCode': '0008', 'meetRoom': '0119'}, {'meetNo': 2, 'meetDays': ['R'], 'meetTimeBegin': '10:40 AM', 'meetTimeEnd': '12:35 PM', 'meetPeriodBegin': '4', 'meetPeriodEnd': '5', 'meetBuilding': 'FLI', 'meetBldgCode': '0008', 'meetRoom': '0119'}]",3,History
AMH4316,Violence and Social Conflict in American History,"Changing patterns and levels of violent behavior during the last four centuries of American history, including rioting, lynching, domestic violence, and street violence.","Prereq: ​6 credits of an AFH, AMH, ASH, EUH, LAH, or WOH course.",Jeffrey Adler,[],3,History
AMH4571,American Civil War and Reconstruction,"Analyzes the political, social, and economic transformation of the Union, highlighting the presidency of Lincoln, the evolution of federal policies of Unionist loyalty and slave emancipation, the development of Union military leadership, and the tragically unsuccessful post-war attempt to provide justice to the freed people.",Prereq: refer to the department,David Silkenat,"[{'meetNo': 1, 'meetDays': ['T'], 'meetTimeBegin': '11:45 AM', 'meetTimeEnd': '1:40 PM', 'meetPeriodBegin': '5', 'meetPeriodEnd': '6', 'meetBuilding': 'FLI', 'meetBldgCode': '0008', 'meetRoom': '0105'}, {'meetNo': 2, 'meetDays': ['R'], 'meetTimeBegin': '12:50 PM', 'meetTimeEnd': '1:40 PM', 'meetPeriodBegin': '6', 'meetPeriodEnd': '6', 'meetBuilding': 'FLI', 'meetBldgCode': '0008', 'meetRoom': '0105'}]",3,History
